EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 26-03-2018
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 PP   : daily Sea level pressure in 0.1 hPa
23-27 Q_PP : quality code for PP (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station FRANCE, BORDEAUX-MERIGNAC (STAID: 34).
Blended and updated with sources: 100110 907510 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   PP, Q_PP
100110,19201101,-9999,    9
100110,19201102,-9999,    9
100110,19201103,-9999,    9
100110,19201104,-9999,    9
100110,19201105,-9999,    9
100110,19201106,-9999,    9
100110,19201107,-9999,    9
100110,19201108,-9999,    9
100110,19201109, 1029,    1
100110,19201110, 1027,    1
100110,19201111, 1024,    1
100110,19201112, 1026,    1
100110,19201113, 1030,    1
100110,19201114, 1030,    1
100110,19201115, 1029,    1
100110,19201116, 1029,    1
100110,19201117, 1030,    1
100110,19201118, 1028,    1
100110,19201119, 1028,    1
100110,19201120, 1028,    1
100110,19201121, 1025,    1
100110,19201122, 1022,    1
100110,19201123, 1015,    1
100110,19201124, 1016,    1
100110,19201125, 1014,    1
100110,19201126, 1013,    1
100110,19201127, 1014,    1
100110,19201128, 1026,    1
100110,19201129, 1025,    1
100110,19201130, 1021,    1
100110,19201201, 1031,    1
100110,19201202, 1026,    1
100110,19201203, 1032,    1
100110,19201204, 1026,    1
100110,19201205, 1023,    1
100110,19201206, 1023,    1
100110,19201207, 1024,    1
100110,19201208, 1022,    1
100110,19201209, 1023,    1
100110,19201210, 1024,    1
100110,19201211, 1020,    1
100110,19201212, 1021,    1
100110,19201213, 1016,    1
100110,19201214, 1014,    1
100110,19201215, 1023,    1
100110,19201216, 1030,    1
100110,19201217, 1024,    1
100110,19201218, 1022,    1
100110,19201219, 1014,    1
100110,19201220, 1020,    1
100110,19201221, 1011,    1
100110,19201222, 1018,    1
100110,19201223, 1021,    1
100110,19201224, 1025,    1
100110,19201225, 1023,    1
100110,19201226, 1017,    1
100110,19201227, 1016,    1
100110,19201228, 1026,    1
100110,19201229, 1023,    1
100110,19201230, 1022,    1
100110,19201231, 1026,    1
100110,19210101,-9999,    9
100110,19210102,-9999,    9
100110,19210103,-9999,    9
100110,19210104,-9999,    9
100110,19210105,-9999,    9
100110,19210106,-9999,    9
100110,19210107,-9999,    9
100110,19210108,-9999,    9
100110,19210109,-9999,    9
100110,19210110,-9999,    9
100110,19210111,-9999,    9
100110,19210112,-9999,    9
100110,19210113,-9999,    9
100110,19210114,-9999,    9
100110,19210115,-9999,    9
100110,19210116,-9999,    9
100110,19210117,-9999,    9
100110,19210118,-9999,    9
100110,19210119,-9999,    9
100110,19210120,-9999,    9
100110,19210121,-9999,    9
100110,19210122,-9999,    9
100110,19210123,-9999,    9
100110,19210124,-9999,    9
100110,19210125,-9999,    9
100110,19210126,-9999,    9
100110,19210127,-9999,    9
100110,19210128,-9999,    9
100110,19210129,-9999,    9
100110,19210130,-9999,    9
100110,19210131,-9999,    9
100110,19210201,-9999,    9
100110,19210202,-9999,    9
100110,19210203,-9999,    9
100110,19210204,-9999,    9
100110,19210205,-9999,    9
100110,19210206,-9999,    9
100110,19210207,-9999,    9
100110,19210208,-9999,    9
100110,19210209,-9999,    9
100110,19210210,-9999,    9
100110,19210211,-9999,    9
100110,19210212,-9999,    9
100110,19210213,-9999,    9
100110,19210214,-9999,    9
100110,19210215,-9999,    9
100110,19210216,-9999,    9
100110,19210217,-9999,    9
100110,19210218,-9999,    9
100110,19210219,-9999,    9
100110,19210220,-9999,    9
100110,19210221,-9999,    9
100110,19210222,-9999,    9
100110,19210223,-9999,    9
100110,19210224,-9999,    9
100110,19210225,-9999,    9
100110,19210226,-9999,    9
100110,19210227,-9999,    9
100110,19210228,-9999,    9
100110,19210301,-9999,    9
100110,19210302,-9999,    9
100110,19210303,-9999,    9
100110,19210304,-9999,    9
100110,19210305,-9999,    9
100110,19210306,-9999,    9
100110,19210307,-9999,    9
100110,19210308,-9999,    9
100110,19210309,-9999,    9
100110,19210310,-9999,    9
100110,19210311,-9999,    9
100110,19210312,-9999,    9
100110,19210313,-9999,    9
100110,19210314,-9999,    9
100110,19210315,-9999,    9
100110,19210316,-9999,    9
100110,19210317,-9999,    9
100110,19210318,-9999,    9
100110,19210319,-9999,    9
100110,19210320,-9999,    9
100110,19210321,-9999,    9
100110,19210322,-9999,    9
100110,19210323,-9999,    9
100110,19210324,-9999,    9
100110,19210325,-9999,    9
100110,19210326,-9999,    9
100110,19210327,-9999,    9
100110,19210328,-9999,    9
100110,19210329,-9999,    9
100110,19210330,-9999,    9
100110,19210331,-9999,    9
100110,19210401,-9999,    9
100110,19210402,-9999,    9
100110,19210403,-9999,    9
100110,19210404,-9999,    9
100110,19210405,-9999,    9
100110,19210406,-9999,    9
100110,19210407,-9999,    9
100110,19210408,-9999,    9
100110,19210409,-9999,    9
100110,19210410,-9999,    9
100110,19210411,-9999,    9
100110,19210412,-9999,    9
100110,19210413,-9999,    9
100110,19210414,-9999,    9
100110,19210415,-9999,    9
100110,19210416,-9999,    9
100110,19210417,-9999,    9
100110,19210418,-9999,    9
100110,19210419,-9999,    9
100110,19210420,-9999,    9
100110,19210421,-9999,    9
100110,19210422,-9999,    9
100110,19210423,-9999,    9
100110,19210424,-9999,    9
100110,19210425,-9999,    9
100110,19210426,-9999,    9
100110,19210427,-9999,    9
100110,19210428,-9999,    9
100110,19210429,-9999,    9
100110,19210430,-9999,    9
100110,19210501,-9999,    9
100110,19210502,-9999,    9
100110,19210503,-9999,    9
100110,19210504,-9999,    9
100110,19210505,-9999,    9
100110,19210506,-9999,    9
100110,19210507,-9999,    9
100110,19210508,-9999,    9
100110,19210509,-9999,    9
100110,19210510,-9999,    9
100110,19210511,-9999,    9
100110,19210512,-9999,    9
100110,19210513,-9999,    9
100110,19210514,-9999,    9
100110,19210515,-9999,    9
100110,19210516,-9999,    9
100110,19210517,-9999,    9
100110,19210518,-9999,    9
100110,19210519,-9999,    9
100110,19210520,-9999,    9
100110,19210521,-9999,    9
100110,19210522,-9999,    9
100110,19210523,-9999,    9
100110,19210524,-9999,    9
100110,19210525,-9999,    9
100110,19210526,-9999,    9
100110,19210527,-9999,    9
100110,19210528,-9999,    9
100110,19210529,-9999,    9
100110,19210530,-9999,    9
100110,19210531,-9999,    9
100110,19210601,-9999,    9
100110,19210602,-9999,    9
100110,19210603,-9999,    9
100110,19210604,-9999,    9
100110,19210605,-9999,    9
100110,19210606,-9999,    9
100110,19210607,-9999,    9
100110,19210608,-9999,    9
100110,19210609,-9999,    9
100110,19210610,-9999,    9
100110,19210611,-9999,    9
100110,19210612,-9999,    9
100110,19210613,-9999,    9
100110,19210614,-9999,    9
100110,19210615,-9999,    9
100110,19210616,-9999,    9
100110,19210617,-9999,    9
100110,19210618,-9999,    9
100110,19210619,-9999,    9
100110,19210620,-9999,    9
100110,19210621,-9999,    9
100110,19210622,-9999,    9
100110,19210623,-9999,    9
100110,19210624,-9999,    9
100110,19210625,-9999,    9
100110,19210626,-9999,    9
100110,19210627,-9999,    9
100110,19210628,-9999,    9
100110,19210629,-9999,    9
100110,19210630,-9999,    9
100110,19210701,-9999,    9
100110,19210702,-9999,    9
100110,19210703,-9999,    9
100110,19210704,-9999,    9
100110,19210705,-9999,    9
100110,19210706,-9999,    9
100110,19210707,-9999,    9
100110,19210708,-9999,    9
100110,19210709,-9999,    9
100110,19210710,-9999,    9
100110,19210711,-9999,    9
100110,19210712,-9999,    9
100110,19210713,-9999,    9
100110,19210714,-9999,    9
100110,19210715,-9999,    9
100110,19210716,-9999,    9
100110,19210717,-9999,    9
100110,19210718,-9999,    9
100110,19210719,-9999,    9
100110,19210720,-9999,    9
100110,19210721,-9999,    9
100110,19210722,-9999,    9
100110,19210723,-9999,    9
100110,19210724,-9999,    9
100110,19210725,-9999,    9
100110,19210726,-9999,    9
100110,19210727,-9999,    9
100110,19210728,-9999,    9
100110,19210729,-9999,    9
100110,19210730,-9999,    9
100110,19210731,-9999,    9
100110,19210801,-9999,    9
100110,19210802,-9999,    9
100110,19210803,-9999,    9
100110,19210804,-9999,    9
100110,19210805,-9999,    9
100110,19210806,-9999,    9
100110,19210807,-9999,    9
100110,19210808,-9999,    9
100110,19210809,-9999,    9
100110,19210810,-9999,    9
100110,19210811,-9999,    9
100110,19210812,-9999,    9
100110,19210813,-9999,    9
100110,19210814,-9999,    9
100110,19210815,-9999,    9
100110,19210816,-9999,    9
100110,19210817,-9999,    9
100110,19210818,-9999,    9
100110,19210819,-9999,    9
100110,19210820,-9999,    9
100110,19210821,-9999,    9
100110,19210822,-9999,    9
100110,19210823,-9999,    9
100110,19210824,-9999,    9
100110,19210825,-9999,    9
100110,19210826,-9999,    9
100110,19210827,-9999,    9
100110,19210828,-9999,    9
100110,19210829,-9999,    9
100110,19210830,-9999,    9
100110,19210831,-9999,    9
100110,19210901,-9999,    9
100110,19210902,-9999,    9
100110,19210903,-9999,    9
100110,19210904,-9999,    9
100110,19210905,-9999,    9
100110,19210906,-9999,    9
100110,19210907,-9999,    9
100110,19210908,-9999,    9
100110,19210909,-9999,    9
100110,19210910,-9999,    9
100110,19210911,-9999,    9
100110,19210912,-9999,    9
100110,19210913,-9999,    9
100110,19210914,-9999,    9
100110,19210915,-9999,    9
100110,19210916,-9999,    9
100110,19210917,-9999,    9
100110,19210918,-9999,    9
100110,19210919,-9999,    9
100110,19210920,-9999,    9
100110,19210921,-9999,    9
100110,19210922,-9999,    9
100110,19210923,-9999,    9
100110,19210924,-9999,    9
100110,19210925,-9999,    9
100110,19210926,-9999,    9
100110,19210927,-9999,    9
100110,19210928,-9999,    9
100110,19210929,-9999,    9
100110,19210930,-9999,    9
100110,19211001,-9999,    9
100110,19211002,-9999,    9
100110,19211003,-9999,    9
100110,19211004,-9999,    9
100110,19211005,-9999,    9
100110,19211006,-9999,    9
100110,19211007,-9999,    9
100110,19211008,-9999,    9
100110,19211009,-9999,    9
100110,19211010,-9999,    9
100110,19211011,-9999,    9
100110,19211012,-9999,    9
100110,19211013,-9999,    9
100110,19211014,-9999,    9
100110,19211015,-9999,    9
100110,19211016,-9999,    9
100110,19211017,-9999,    9
100110,19211018,-9999,    9
100110,19211019,-9999,    9
100110,19211020,-9999,    9
100110,19211021,-9999,    9
100110,19211022,-9999,    9
100110,19211023,-9999,    9
100110,19211024,-9999,    9
100110,19211025,-9999,    9
100110,19211026,-9999,    9
100110,19211027,-9999,    9
100110,19211028,-9999,    9
100110,19211029,-9999,    9
100110,19211030,-9999,    9
100110,19211031,-9999,    9
100110,19211101,-9999,    9
100110,19211102,-9999,    9
100110,19211103,-9999,    9
100110,19211104,-9999,    9
100110,19211105,-9999,    9
100110,19211106,-9999,    9
100110,19211107,-9999,    9
100110,19211108,-9999,    9
100110,19211109,-9999,    9
100110,19211110,-9999,    9
100110,19211111,-9999,    9
100110,19211112,-9999,    9
100110,19211113,-9999,    9
100110,19211114,-9999,    9
100110,19211115,-9999,    9
100110,19211116,-9999,    9
100110,19211117,-9999,    9
100110,19211118,-9999,    9
100110,19211119,-9999,    9
100110,19211120,-9999,    9
100110,19211121,-9999,    9
100110,19211122,-9999,    9
100110,19211123,-9999,    9
100110,19211124,-9999,    9
100110,19211125,-9999,    9
100110,19211126,-9999,    9
100110,19211127,-9999,    9
100110,19211128,-9999,    9
100110,19211129,-9999,    9
100110,19211130,-9999,    9
100110,19211201,-9999,    9
100110,19211202,-9999,    9
100110,19211203,-9999,    9
100110,19211204,-9999,    9
100110,19211205,-9999,    9
100110,19211206,-9999,    9
100110,19211207,-9999,    9
100110,19211208,-9999,    9
100110,19211209,-9999,    9
100110,19211210,-9999,    9
100110,19211211,-9999,    9
100110,19211212,-9999,    9
100110,19211213,-9999,    9
100110,19211214,-9999,    9
100110,19211215,-9999,    9
100110,19211216,-9999,    9
100110,19211217,-9999,    9
100110,19211218,-9999,    9
100110,19211219,-9999,    9
100110,19211220,-9999,    9
100110,19211221,-9999,    9
100110,19211222,-9999,    9
100110,19211223,-9999,    9
100110,19211224,-9999,    9
100110,19211225,-9999,    9
100110,19211226,-9999,    9
100110,19211227,-9999,    9
100110,19211228,-9999,    9
100110,19211229,-9999,    9
100110,19211230,-9999,    9
100110,19211231,-9999,    9
100110,19220101,-9999,    9
100110,19220102,-9999,    9
100110,19220103,-9999,    9
100110,19220104,-9999,    9
100110,19220105,-9999,    9
100110,19220106,-9999,    9
100110,19220107,-9999,    9
100110,19220108,-9999,    9
100110,19220109,-9999,    9
100110,19220110,-9999,    9
100110,19220111,-9999,    9
100110,19220112,-9999,    9
100110,19220113,-9999,    9
100110,19220114,-9999,    9
100110,19220115,-9999,    9
100110,19220116,-9999,    9
100110,19220117,-9999,    9
100110,19220118,-9999,    9
100110,19220119,-9999,    9
100110,19220120,-9999,    9
100110,19220121,-9999,    9
100110,19220122,-9999,    9
100110,19220123,-9999,    9
100110,19220124,-9999,    9
100110,19220125,-9999,    9
100110,19220126,-9999,    9
100110,19220127,-9999,    9
100110,19220128,-9999,    9
100110,19220129,-9999,    9
100110,19220130,-9999,    9
100110,19220131,-9999,    9
100110,19220201,-9999,    9
100110,19220202,-9999,    9
100110,19220203,-9999,    9
100110,19220204,-9999,    9
100110,19220205,-9999,    9
100110,19220206,-9999,    9
100110,19220207,-9999,    9
100110,19220208,-9999,    9
100110,19220209,-9999,    9
100110,19220210,-9999,    9
100110,19220211,-9999,    9
100110,19220212,-9999,    9
100110,19220213,-9999,    9
100110,19220214,-9999,    9
100110,19220215,-9999,    9
100110,19220216,-9999,    9
100110,19220217,-9999,    9
100110,19220218,-9999,    9
100110,19220219,-9999,    9
100110,19220220,-9999,    9
100110,19220221,-9999,    9
100110,19220222,-9999,    9
100110,19220223,-9999,    9
100110,19220224,-9999,    9
100110,19220225,-9999,    9
100110,19220226,-9999,    9
100110,19220227,-9999,    9
100110,19220228,-9999,    9
100110,19220301,-9999,    9
100110,19220302,-9999,    9
100110,19220303,-9999,    9
100110,19220304,-9999,    9
100110,19220305,-9999,    9
100110,19220306,-9999,    9
100110,19220307,-9999,    9
100110,19220308,-9999,    9
100110,19220309,-9999,    9
100110,19220310,-9999,    9
100110,19220311,-9999,    9
100110,19220312,-9999,    9
100110,19220313,-9999,    9
100110,19220314,-9999,    9
100110,19220315,-9999,    9
100110,19220316,-9999,    9
100110,19220317,-9999,    9
100110,19220318,-9999,    9
100110,19220319,-9999,    9
100110,19220320,-9999,    9
100110,19220321,-9999,    9
100110,19220322,-9999,    9
100110,19220323,-9999,    9
100110,19220324,-9999,    9
100110,19220325,-9999,    9
100110,19220326,-9999,    9
100110,19220327,-9999,    9
100110,19220328,-9999,    9
100110,19220329,-9999,    9
100110,19220330,-9999,    9
100110,19220331,-9999,    9
100110,19220401,-9999,    9
100110,19220402,-9999,    9
100110,19220403,-9999,    9
100110,19220404,-9999,    9
100110,19220405,-9999,    9
100110,19220406,-9999,    9
100110,19220407,-9999,    9
100110,19220408,-9999,    9
100110,19220409,-9999,    9
100110,19220410,-9999,    9
100110,19220411,-9999,    9
100110,19220412,-9999,    9
100110,19220413,-9999,    9
100110,19220414,-9999,    9
100110,19220415,-9999,    9
100110,19220416,-9999,    9
100110,19220417,-9999,    9
100110,19220418,-9999,    9
100110,19220419,-9999,    9
100110,19220420,-9999,    9
100110,19220421,-9999,    9
100110,19220422,-9999,    9
100110,19220423,-9999,    9
100110,19220424,-9999,    9
100110,19220425,-9999,    9
100110,19220426,-9999,    9
100110,19220427,-9999,    9
100110,19220428,-9999,    9
100110,19220429,-9999,    9
100110,19220430,-9999,    9
100110,19220501,-9999,    9
100110,19220502,-9999,    9
100110,19220503,-9999,    9
100110,19220504,-9999,    9
100110,19220505,-9999,    9
100110,19220506,-9999,    9
100110,19220507,-9999,    9
100110,19220508,-9999,    9
100110,19220509,-9999,    9
100110,19220510,-9999,    9
100110,19220511,-9999,    9
100110,19220512,-9999,    9
100110,19220513,-9999,    9
100110,19220514,-9999,    9
100110,19220515,-9999,    9
100110,19220516,-9999,    9
100110,19220517,-9999,    9
100110,19220518,-9999,    9
100110,19220519,-9999,    9
100110,19220520,-9999,    9
100110,19220521,-9999,    9
100110,19220522,-9999,    9
100110,19220523,-9999,    9
100110,19220524,-9999,    9
100110,19220525,-9999,    9
100110,19220526,-9999,    9
100110,19220527,-9999,    9
100110,19220528,-9999,    9
100110,19220529,-9999,    9
100110,19220530,-9999,    9
100110,19220531,-9999,    9
100110,19220601,-9999,    9
100110,19220602,-9999,    9
100110,19220603,-9999,    9
100110,19220604,-9999,    9
100110,19220605,-9999,    9
100110,19220606,-9999,    9
100110,19220607,-9999,    9
100110,19220608,-9999,    9
100110,19220609,-9999,    9
100110,19220610,-9999,    9
100110,19220611,-9999,    9
100110,19220612,-9999,    9
100110,19220613,-9999,    9
100110,19220614,-9999,    9
100110,19220615,-9999,    9
100110,19220616,-9999,    9
100110,19220617,-9999,    9
100110,19220618,-9999,    9
100110,19220619,-9999,    9
100110,19220620,-9999,    9
100110,19220621,-9999,    9
100110,19220622,-9999,    9
100110,19220623,-9999,    9
100110,19220624,-9999,    9
100110,19220625,-9999,    9
100110,19220626,-9999,    9
100110,19220627,-9999,    9
100110,19220628,-9999,    9
100110,19220629,-9999,    9
100110,19220630,-9999,    9
100110,19220701,-9999,    9
100110,19220702,-9999,    9
100110,19220703,-9999,    9
100110,19220704,-9999,    9
100110,19220705,-9999,    9
100110,19220706,-9999,    9
100110,19220707,-9999,    9
100110,19220708,-9999,    9
100110,19220709,-9999,    9
100110,19220710,-9999,    9
100110,19220711,-9999,    9
100110,19220712,-9999,    9
100110,19220713,-9999,    9
100110,19220714,-9999,    9
100110,19220715,-9999,    9
100110,19220716,-9999,    9
100110,19220717,-9999,    9
100110,19220718,-9999,    9
100110,19220719,-9999,    9
100110,19220720,-9999,    9
100110,19220721,-9999,    9
100110,19220722,-9999,    9
100110,19220723,-9999,    9
100110,19220724,-9999,    9
100110,19220725,-9999,    9
100110,19220726,-9999,    9
100110,19220727,-9999,    9
100110,19220728,-9999,    9
100110,19220729,-9999,    9
100110,19220730,-9999,    9
100110,19220731,-9999,    9
100110,19220801,-9999,    9
100110,19220802,-9999,    9
100110,19220803,-9999,    9
100110,19220804,-9999,    9
100110,19220805,-9999,    9
100110,19220806,-9999,    9
100110,19220807,-9999,    9
100110,19220808,-9999,    9
100110,19220809,-9999,    9
100110,19220810,-9999,    9
100110,19220811,-9999,    9
100110,19220812,-9999,    9
100110,19220813,-9999,    9
100110,19220814,-9999,    9
100110,19220815,-9999,    9
100110,19220816,-9999,    9
100110,19220817,-9999,    9
100110,19220818,-9999,    9
100110,19220819,-9999,    9
100110,19220820,-9999,    9
100110,19220821,-9999,    9
100110,19220822,-9999,    9
100110,19220823,-9999,    9
100110,19220824,-9999,    9
100110,19220825,-9999,    9
100110,19220826,-9999,    9
100110,19220827,-9999,    9
100110,19220828,-9999,    9
100110,19220829,-9999,    9
100110,19220830,-9999,    9
100110,19220831,-9999,    9
100110,19220901,-9999,    9
100110,19220902,-9999,    9
100110,19220903,-9999,    9
100110,19220904,-9999,    9
100110,19220905,-9999,    9
100110,19220906,-9999,    9
100110,19220907,-9999,    9
100110,19220908,-9999,    9
100110,19220909,-9999,    9
100110,19220910,-9999,    9
100110,19220911,-9999,    9
100110,19220912,-9999,    9
100110,19220913,-9999,    9
100110,19220914,-9999,    9
100110,19220915,-9999,    9
100110,19220916,-9999,    9
100110,19220917,-9999,    9
100110,19220918,-9999,    9
100110,19220919,-9999,    9
100110,19220920,-9999,    9
100110,19220921,-9999,    9
100110,19220922,-9999,    9
100110,19220923,-9999,    9
100110,19220924,-9999,    9
100110,19220925,-9999,    9
100110,19220926,-9999,    9
100110,19220927,-9999,    9
100110,19220928,-9999,    9
100110,19220929,-9999,    9
100110,19220930,-9999,    9
100110,19221001,-9999,    9
100110,19221002,-9999,    9
100110,19221003,-9999,    9
100110,19221004,-9999,    9
100110,19221005,-9999,    9
100110,19221006,-9999,    9
100110,19221007,-9999,    9
100110,19221008,-9999,    9
100110,19221009,-9999,    9
100110,19221010,-9999,    9
100110,19221011,-9999,    9
100110,19221012,-9999,    9
100110,19221013,-9999,    9
100110,19221014,-9999,    9
100110,19221015,-9999,    9
100110,19221016,-9999,    9
100110,19221017,-9999,    9
100110,19221018,-9999,    9
100110,19221019,-9999,    9
100110,19221020,-9999,    9
100110,19221021,-9999,    9
100110,19221022,-9999,    9
100110,19221023,-9999,    9
100110,19221024,-9999,    9
100110,19221025,-9999,    9
100110,19221026,-9999,    9
100110,19221027,-9999,    9
100110,19221028,-9999,    9
100110,19221029,-9999,    9
100110,19221030,-9999,    9
100110,19221031,-9999,    9
100110,19221101,-9999,    9
100110,19221102,-9999,    9
100110,19221103,-9999,    9
100110,19221104,-9999,    9
100110,19221105,-9999,    9
100110,19221106,-9999,    9
100110,19221107,-9999,    9
100110,19221108,-9999,    9
100110,19221109,-9999,    9
100110,19221110,-9999,    9
100110,19221111,-9999,    9
100110,19221112,-9999,    9
100110,19221113,-9999,    9
100110,19221114,-9999,    9
100110,19221115,-9999,    9
100110,19221116,-9999,    9
100110,19221117,-9999,    9
100110,19221118,-9999,    9
100110,19221119,-9999,    9
100110,19221120,-9999,    9
100110,19221121,-9999,    9
100110,19221122,-9999,    9
100110,19221123,-9999,    9
100110,19221124,-9999,    9
100110,19221125,-9999,    9
100110,19221126,-9999,    9
100110,19221127,-9999,    9
100110,19221128,-9999,    9
100110,19221129,-9999,    9
100110,19221130,-9999,    9
100110,19221201,-9999,    9
100110,19221202,-9999,    9
100110,19221203,-9999,    9
100110,19221204,-9999,    9
100110,19221205,-9999,    9
100110,19221206,-9999,    9
100110,19221207,-9999,    9
100110,19221208,-9999,    9
100110,19221209,-9999,    9
100110,19221210,-9999,    9
100110,19221211,-9999,    9
100110,19221212,-9999,    9
100110,19221213,-9999,    9
100110,19221214,-9999,    9
100110,19221215,-9999,    9
100110,19221216,-9999,    9
100110,19221217,-9999,    9
100110,19221218,-9999,    9
100110,19221219,-9999,    9
100110,19221220,-9999,    9
100110,19221221,-9999,    9
100110,19221222,-9999,    9
100110,19221223,-9999,    9
100110,19221224,-9999,    9
100110,19221225,-9999,    9
100110,19221226,-9999,    9
100110,19221227,-9999,    9
100110,19221228,-9999,    9
100110,19221229,-9999,    9
100110,19221230,-9999,    9
100110,19221231,-9999,    9
100110,19230101,-9999,    9
100110,19230102,-9999,    9
100110,19230103,-9999,    9
100110,19230104,-9999,    9
100110,19230105,-9999,    9
100110,19230106,-9999,    9
100110,19230107,-9999,    9
100110,19230108,-9999,    9
100110,19230109,-9999,    9
100110,19230110,-9999,    9
100110,19230111,-9999,    9
100110,19230112,-9999,    9
100110,19230113,-9999,    9
100110,19230114,-9999,    9
100110,19230115,-9999,    9
100110,19230116,-9999,    9
100110,19230117,-9999,    9
100110,19230118,-9999,    9
100110,19230119,-9999,    9
100110,19230120,-9999,    9
100110,19230121,-9999,    9
100110,19230122,-9999,    9
100110,19230123,-9999,    9
100110,19230124,-9999,    9
100110,19230125,-9999,    9
100110,19230126,-9999,    9
100110,19230127,-9999,    9
100110,19230128,-9999,    9
100110,19230129,-9999,    9
100110,19230130,-9999,    9
100110,19230131,-9999,    9
100110,19230201,-9999,    9
100110,19230202,-9999,    9
100110,19230203,-9999,    9
100110,19230204,-9999,    9
100110,19230205,-9999,    9
100110,19230206,-9999,    9
100110,19230207,-9999,    9
100110,19230208,-9999,    9
100110,19230209,-9999,    9
100110,19230210,-9999,    9
100110,19230211,-9999,    9
100110,19230212,-9999,    9
100110,19230213,-9999,    9
100110,19230214,-9999,    9
100110,19230215,-9999,    9
100110,19230216,-9999,    9
100110,19230217,-9999,    9
100110,19230218,-9999,    9
100110,19230219,-9999,    9
100110,19230220,-9999,    9
100110,19230221,-9999,    9
100110,19230222,-9999,    9
100110,19230223,-9999,    9
100110,19230224,-9999,    9
100110,19230225,-9999,    9
100110,19230226,-9999,    9
100110,19230227,-9999,    9
100110,19230228,-9999,    9
100110,19230301,-9999,    9
100110,19230302,-9999,    9
100110,19230303,-9999,    9
100110,19230304,-9999,    9
100110,19230305,-9999,    9
100110,19230306,-9999,    9
100110,19230307,-9999,    9
100110,19230308,-9999,    9
100110,19230309,-9999,    9
100110,19230310,-9999,    9
100110,19230311,-9999,    9
100110,19230312,-9999,    9
100110,19230313,-9999,    9
100110,19230314,-9999,    9
100110,19230315,-9999,    9
100110,19230316,-9999,    9
100110,19230317,-9999,    9
100110,19230318,-9999,    9
100110,19230319,-9999,    9
100110,19230320,-9999,    9
100110,19230321,-9999,    9
100110,19230322,-9999,    9
100110,19230323,-9999,    9
100110,19230324,-9999,    9
100110,19230325,-9999,    9
100110,19230326,-9999,    9
100110,19230327,-9999,    9
100110,19230328,-9999,    9
100110,19230329,-9999,    9
100110,19230330,-9999,    9
100110,19230331,-9999,    9
100110,19230401,-9999,    9
100110,19230402,-9999,    9
100110,19230403,-9999,    9
100110,19230404,-9999,    9
100110,19230405,-9999,    9
100110,19230406,-9999,    9
100110,19230407,-9999,    9
100110,19230408,-9999,    9
100110,19230409,-9999,    9
100110,19230410,-9999,    9
100110,19230411,-9999,    9
100110,19230412,-9999,    9
100110,19230413,-9999,    9
100110,19230414,-9999,    9
100110,19230415,-9999,    9
100110,19230416,-9999,    9
100110,19230417,-9999,    9
100110,19230418,-9999,    9
100110,19230419,-9999,    9
100110,19230420,-9999,    9
100110,19230421,-9999,    9
100110,19230422,-9999,    9
100110,19230423,-9999,    9
100110,19230424,-9999,    9
100110,19230425,-9999,    9
100110,19230426,-9999,    9
100110,19230427,-9999,    9
100110,19230428,-9999,    9
100110,19230429,-9999,    9
100110,19230430,-9999,    9
100110,19230501,-9999,    9
100110,19230502,-9999,    9
100110,19230503,-9999,    9
100110,19230504,-9999,    9
100110,19230505,-9999,    9
100110,19230506,-9999,    9
100110,19230507,-9999,    9
100110,19230508,-9999,    9
100110,19230509,-9999,    9
100110,19230510,-9999,    9
100110,19230511,-9999,    9
100110,19230512,-9999,    9
100110,19230513,-9999,    9
100110,19230514,-9999,    9
100110,19230515,-9999,    9
100110,19230516,-9999,    9
100110,19230517,-9999,    9
100110,19230518,-9999,    9
100110,19230519,-9999,    9
100110,19230520,-9999,    9
100110,19230521,-9999,    9
100110,19230522,-9999,    9
100110,19230523,-9999,    9
100110,19230524,-9999,    9
100110,19230525,-9999,    9
100110,19230526,-9999,    9
100110,19230527,-9999,    9
100110,19230528,-9999,    9
100110,19230529,-9999,    9
100110,19230530,-9999,    9
100110,19230531,-9999,    9
100110,19230601,-9999,    9
100110,19230602,-9999,    9
100110,19230603,-9999,    9
100110,19230604,-9999,    9
100110,19230605,-9999,    9
100110,19230606,-9999,    9
100110,19230607,-9999,    9
100110,19230608,-9999,    9
100110,19230609,-9999,    9
100110,19230610,-9999,    9
100110,19230611,-9999,    9
100110,19230612,-9999,    9
100110,19230613,-9999,    9
100110,19230614,-9999,    9
100110,19230615,-9999,    9
100110,19230616,-9999,    9
100110,19230617,-9999,    9
100110,19230618,-9999,    9
100110,19230619,-9999,    9
100110,19230620,-9999,    9
100110,19230621,-9999,    9
100110,19230622,-9999,    9
100110,19230623,-9999,    9
100110,19230624,-9999,    9
100110,19230625,-9999,    9
100110,19230626,-9999,    9
100110,19230627,-9999,    9
