EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 26-03-2018
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 HU   : daily Humidity in 1 %
23-27 Q_HU : quality code for HU (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station FRANCE, BORDEAUX-MERIGNAC (STAID: 34).
Blended and updated with sources: 175646 907510 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   HU, Q_HU
175646,19300906,   76,    0
175646,19300907,   73,    0
175646,19300908,   72,    0
175646,19300909,   96,    0
175646,19300910,   77,    0
175646,19300911,   88,    0
175646,19300912,   65,    0
175646,19300913,   96,    0
175646,19300914,   80,    0
175646,19300915,   70,    0
175646,19300916,   65,    0
175646,19300917,   68,    0
175646,19300918,   82,    0
175646,19300919,   96,    0
175646,19300920,   95,    0
175646,19300921,   98,    0
175646,19300922,   96,    0
175646,19300923,   89,    0
175646,19300924,   88,    0
175646,19300925,   83,    0
175646,19300926,   81,    0
175646,19300927,   68,    0
175646,19300928,   77,    0
175646,19300929,   79,    0
175646,19300930,   80,    0
175646,19301001,   81,    0
175646,19301002,   78,    0
175646,19301003,   71,    0
175646,19301004,   94,    0
175646,19301005,   84,    0
175646,19301006,   76,    0
175646,19301007,   83,    0
175646,19301008,   82,    0
175646,19301009,   97,    0
175646,19301010,   78,    0
175646,19301011,   98,    0
175646,19301012,   98,    0
175646,19301013,   83,    0
175646,19301014,   80,    0
175646,19301015,   80,    0
175646,19301016,   85,    0
175646,19301017,   85,    0
175646,19301018,   98,    0
175646,19301019,   93,    0
175646,19301020,   95,    0
175646,19301021,   85,    0
175646,19301022,   95,    0
175646,19301023,   95,    0
175646,19301024,   86,    0
175646,19301025,   87,    0
175646,19301026,   90,    0
175646,19301027,   97,    0
175646,19301028,   95,    0
175646,19301029,   98,    0
175646,19301030,   94,    0
175646,19301031,   87,    0
175646,19301101,   98,    0
175646,19301102,   96,    0
175646,19301103,   98,    0
175646,19301104,   97,    0
175646,19301105,   88,    0
175646,19301106,   92,    0
175646,19301107,   97,    0
175646,19301108,   96,    0
175646,19301109,   84,    0
175646,19301110,   92,    0
175646,19301111,   92,    0
175646,19301112,   88,    0
175646,19301113,   90,    0
175646,19301114,   91,    0
175646,19301115,   98,    0
175646,19301116,   95,    0
175646,19301117,   99,    0
175646,19301118,   98,    0
175646,19301119,   98,    0
175646,19301120,   98,    0
175646,19301121,   85,    0
175646,19301122,   89,    0
175646,19301123,   95,    0
175646,19301124,   81,    0
175646,19301125,   89,    0
175646,19301126,   94,    0
175646,19301127,   96,    0
175646,19301128,   85,    0
175646,19301129,   94,    0
175646,19301130,   81,    0
175646,19301201,   84,    0
175646,19301202,   96,    0
175646,19301203,   96,    0
175646,19301204,  100,    0
175646,19301205,   97,    0
175646,19301206,   94,    0
175646,19301207,  100,    0
175646,19301208,   99,    0
175646,19301209,   99,    0
175646,19301210,   92,    0
175646,19301211,   86,    0
175646,19301212,   97,    0
175646,19301213,   89,    0
175646,19301214,   96,    0
175646,19301215,   98,    0
175646,19301216,   98,    0
175646,19301217,   98,    0
175646,19301218,   96,    0
175646,19301219,   92,    0
175646,19301220,   95,    0
175646,19301221,   84,    0
175646,19301222,   78,    0
175646,19301223,   80,    0
175646,19301224,   90,    0
175646,19301225,   90,    0
175646,19301226,   98,    0
175646,19301227,   94,    0
175646,19301228,   95,    0
175646,19301229,   86,    0
175646,19301230,   92,    0
175646,19301231,   91,    0
175646,19310101,   95,    0
175646,19310102,   95,    0
175646,19310103,   89,    0
175646,19310104,   97,    0
175646,19310105,   96,    0
175646,19310106,   90,    0
175646,19310107,   76,    0
175646,19310108,   92,    0
175646,19310109,   72,    0
175646,19310110,   90,    0
175646,19310111,   91,    0
175646,19310112,   91,    0
175646,19310113,   98,    0
175646,19310114,   92,    0
175646,19310115,   92,    0
175646,19310116,   93,    0
175646,19310117,   98,    0
175646,19310118,   97,    0
175646,19310119,   96,    0
175646,19310120,   98,    0
175646,19310121,   90,    0
175646,19310122,   94,    0
175646,19310123,   98,    0
175646,19310124,   97,    0
175646,19310125,   85,    0
175646,19310126,   86,    0
175646,19310127,   96,    0
175646,19310128,   91,    0
175646,19310129,   84,    0
175646,19310130,   87,    0
175646,19310131,   96,    0
175646,19310201,   71,    0
175646,19310202,   88,    0
175646,19310203,   90,    0
175646,19310204,   86,    0
175646,19310205,   84,    0
175646,19310206,   88,    0
175646,19310207,   93,    0
175646,19310208,   85,    0
175646,19310209,   84,    0
175646,19310210,   96,    0
175646,19310211,   86,    0
175646,19310212,   95,    0
175646,19310213,   86,    0
175646,19310214,   73,    0
175646,19310215,   95,    0
175646,19310216,   98,    0
175646,19310217,   96,    0
175646,19310218,   93,    0
175646,19310219,   96,    0
175646,19310220,   84,    0
175646,19310221,   89,    0
175646,19310222,   68,    0
175646,19310223,   81,    0
175646,19310224,   84,    0
175646,19310225,   80,    0
175646,19310226,   84,    0
175646,19310227,   94,    0
175646,19310228,   98,    0
175646,19310301,   81,    0
175646,19310302,   98,    0
175646,19310303,   94,    0
175646,19310304,   92,    0
175646,19310305,   92,    0
175646,19310306,   88,    0
175646,19310307,   94,    0
175646,19310308,   95,    0
175646,19310309,   94,    0
175646,19310310,   99,    0
175646,19310311,   73,    0
175646,19310312,   69,    0
175646,19310313,   80,    0
175646,19310314,   87,    0
175646,19310315,   72,    0
175646,19310316,   86,    0
175646,19310317,   76,    0
175646,19310318,   78,    0
175646,19310319,   85,    0
175646,19310320,   84,    0
175646,19310321,   90,    0
175646,19310322,   47,    0
175646,19310323,   86,    0
175646,19310324,   90,    0
175646,19310325,   78,    0
175646,19310326,   72,    0
175646,19310327,   65,    0
175646,19310328,   74,    0
175646,19310329,   40,    0
175646,19310330,   87,    0
175646,19310331,   90,    0
175646,19310401,   80,    0
175646,19310402,   50,    0
175646,19310403,   92,    0
175646,19310404,   66,    0
175646,19310405,   61,    0
175646,19310406,   62,    0
175646,19310407,   60,    0
175646,19310408,   58,    0
175646,19310409,   47,    0
175646,19310410,   42,    0
175646,19310411,   42,    0
175646,19310412,   39,    0
175646,19310413,   52,    0
175646,19310414,   45,    0
175646,19310415,   54,    0
175646,19310416,   57,    0
175646,19310417,   92,    0
175646,19310418,   68,    0
175646,19310419,   92,    0
175646,19310420,   47,    0
175646,19310421,   78,    0
175646,19310422,   52,    0
175646,19310423,   38,    0
175646,19310424,   66,    0
175646,19310425,   95,    0
175646,19310426,   76,    0
175646,19310427,   61,    0
175646,19310428,   76,    0
175646,19310429,   60,    0
175646,19310430,   53,    0
175646,19310501,   95,    0
175646,19310502,   88,    0
175646,19310503,   67,    0
175646,19310504,   57,    0
175646,19310505,   57,    0
175646,19310506,   61,    0
175646,19310507,   58,    0
175646,19310508,   79,    0
175646,19310509,   59,    0
175646,19310510,   63,    0
175646,19310511,   52,    0
175646,19310512,   46,    0
175646,19310513,   79,    0
175646,19310514,   57,    0
175646,19310515,   72,    0
175646,19310516,   57,    0
175646,19310517,   69,    0
175646,19310518,   84,    0
175646,19310519,   80,    0
175646,19310520,   65,    0
175646,19310521,   54,    0
175646,19310522,   60,    0
175646,19310523,   68,    0
175646,19310524,   48,    0
175646,19310525,   41,    0
175646,19310526,   73,    0
175646,19310527,   92,    0
175646,19310528,   54,    0
175646,19310529,   80,    0
175646,19310530,   59,    0
175646,19310531,   71,    0
175646,19310601,   93,    0
175646,19310602,   68,    0
175646,19310603,   53,    0
175646,19310604,   41,    0
175646,19310605,   79,    0
175646,19310606,   55,    0
175646,19310607,   80,    0
175646,19310608,   73,    0
175646,19310609,   61,    0
175646,19310610,   57,    0
175646,19310611,   64,    0
175646,19310612,   81,    0
175646,19310613,   71,    0
175646,19310614,   52,    0
175646,19310615,   52,    0
175646,19310616,   49,    0
175646,19310617,   72,    0
175646,19310618,   58,    0
175646,19310619,   65,    0
175646,19310620,   70,    0
175646,19310621,   49,    0
175646,19310622,   66,    0
175646,19310623,   71,    0
175646,19310624,   76,    0
175646,19310625,   70,    0
175646,19310626,   47,    0
175646,19310627,   43,    0
175646,19310628,   27,    0
175646,19310629,   39,    0
175646,19310630,   37,    0
175646,19310701,   66,    0
175646,19310702,   90,    0
175646,19310703,   84,    0
175646,19310704,   66,    0
175646,19310705,   79,    0
175646,19310706,   73,    0
175646,19310707,   66,    0
175646,19310708,   57,    0
175646,19310709,   61,    0
175646,19310710,   62,    0
175646,19310711,   56,    0
175646,19310712,   73,    0
175646,19310713,   67,    0
175646,19310714,   96,    0
175646,19310715,   91,    0
175646,19310716,   68,    0
175646,19310717,   67,    0
175646,19310718,   68,    0
175646,19310719,   78,    0
175646,19310720,   61,    0
175646,19310721,   67,    0
175646,19310722,   42,    0
175646,19310723,   44,    0
175646,19310724,   65,    0
175646,19310725,   62,    0
175646,19310726,   60,    0
175646,19310727,   77,    0
175646,19310728,   50,    0
175646,19310729,   49,    0
175646,19310730,   61,    0
175646,19310731,   66,    0
175646,19310801,   98,    0
175646,19310802,   96,    0
175646,19310803,   70,    0
175646,19310804,   58,    0
175646,19310805,   54,    0
175646,19310806,   81,    0
175646,19310807,   65,    0
175646,19310808,   85,    0
175646,19310809,   69,    0
175646,19310810,   53,    0
175646,19310811,   66,    0
175646,19310812,   54,    0
175646,19310813,   55,    0
175646,19310814,   64,    0
175646,19310815,   55,    0
175646,19310816,   62,    0
175646,19310817,   61,    0
175646,19310818,   59,    0
175646,19310819,   92,    0
175646,19310820,   89,    0
175646,19310821,   66,    0
175646,19310822,   94,    0
175646,19310823,   83,    0
175646,19310824,   69,    0
175646,19310825,   84,    0
175646,19310826,   56,    0
175646,19310827,   57,    0
175646,19310828,   63,    0
175646,19310829,   65,    0
175646,19310830,   94,    0
175646,19310831,   73,    0
175646,19310901,   65,    0
175646,19310902,   66,    0
175646,19310903,   52,    0
175646,19310904,   84,    0
175646,19310905,   84,    0
175646,19310906,   63,    0
175646,19310907,   61,    0
175646,19310908,   70,    0
175646,19310909,   69,    0
175646,19310910,   94,    0
175646,19310911,   64,    0
175646,19310912,   68,    0
175646,19310913,   73,    0
175646,19310914,   67,    0
175646,19310915,   52,    0
175646,19310916,   53,    0
175646,19310917,   66,    0
175646,19310918,   73,    0
175646,19310919,   71,    0
175646,19310920,   64,    0
175646,19310921,   57,    0
175646,19310922,   50,    0
175646,19310923,   66,    0
175646,19310924,   56,    0
175646,19310925,   63,    0
175646,19310926,   75,    0
175646,19310927,   75,    0
175646,19310928,   77,    0
175646,19310929,   71,    0
175646,19310930,   96,    0
175646,19311001,   82,    0
175646,19311002,   69,    0
175646,19311003,   89,    0
175646,19311004,   80,    0
175646,19311005,   87,    0
175646,19311006,   78,    0
175646,19311007,   74,    0
175646,19311008,   68,    0
175646,19311009,   80,    0
175646,19311010,   91,    0
175646,19311011,   90,    0
175646,19311012,   90,    0
175646,19311013,   90,    0
175646,19311014,   79,    0
175646,19311015,   43,    0
175646,19311016,   67,    0
175646,19311017,   79,    0
175646,19311018,   84,    0
175646,19311019,   80,    0
175646,19311020,   70,    0
175646,19311021,   83,    0
175646,19311022,   87,    0
175646,19311023,   96,    0
175646,19311024,   91,    0
175646,19311025,   58,    0
175646,19311026,   52,    0
175646,19311027,   88,    0
175646,19311028,   56,    0
175646,19311029,   86,    0
175646,19311030,   84,    0
175646,19311031,   95,    0
175646,19311101,   81,    0
175646,19311102,   92,    0
175646,19311103,   84,    0
175646,19311104,   88,    0
175646,19311105,   96,    0
175646,19311106,   98,    0
175646,19311107,   82,    0
175646,19311108,   97,    0
175646,19311109,   95,    0
175646,19311110,   68,    0
175646,19311111,   86,    0
175646,19311112,   97,    0
175646,19311113,   94,    0
175646,19311114,   98,    0
175646,19311115,   97,    0
175646,19311116,   88,    0
175646,19311117,   92,    0
175646,19311118,   90,    0
175646,19311119,   98,    0
175646,19311120,   98,    0
175646,19311121,   94,    0
175646,19311122,   94,    0
175646,19311123,   86,    0
175646,19311124,   94,    0
175646,19311125,   84,    0
175646,19311126,   90,    0
175646,19311127,   95,    0
175646,19311128,   98,    0
175646,19311129,   94,    0
175646,19311130,   95,    0
175646,19311201,   88,    0
175646,19311202,   86,    0
175646,19311203,   92,    0
175646,19311204,   98,    0
175646,19311205,   97,    0
175646,19311206,   96,    0
175646,19311207,   92,    0
175646,19311208,   98,    0
175646,19311209,  100,    0
175646,19311210,   97,    0
175646,19311211,   87,    0
175646,19311212,   80,    0
175646,19311213,   82,    0
175646,19311214,   97,    0
175646,19311215,   92,    0
175646,19311216,   99,    0
175646,19311217,   78,    0
175646,19311218,   88,    0
175646,19311219,   82,    0
175646,19311220,   96,    0
175646,19311221,   78,    0
175646,19311222,   89,    0
175646,19311223,   92,    0
175646,19311224,   96,    0
175646,19311225,  100,    0
175646,19311226,  100,    0
175646,19311227,   97,    0
175646,19311228,   96,    0
175646,19311229,   93,    0
175646,19311230,   89,    0
175646,19311231,   90,    0
175646,19320101,   93,    0
175646,19320102,   86,    0
175646,19320103,   82,    0
175646,19320104,   94,    0
175646,19320105,   97,    0
175646,19320106,   89,    0
175646,19320107,   93,    0
175646,19320108,   94,    0
175646,19320109,   96,    0
175646,19320110,   57,    0
175646,19320111,   86,    0
175646,19320112,   92,    0
175646,19320113,   86,    0
175646,19320114,   97,    0
175646,19320115,   95,    0
175646,19320116,   97,    0
175646,19320117,   94,    0
175646,19320118,   97,    0
175646,19320119,   99,    0
175646,19320120,   96,    0
175646,19320121,   93,    0
175646,19320122,   90,    0
175646,19320123,   88,    0
175646,19320124,   84,    0
175646,19320125,   93,    0
175646,19320126,   82,    0
175646,19320127,   91,    0
175646,19320128,   91,    0
175646,19320129,   87,    0
175646,19320130,   90,    0
175646,19320131,   83,    0
175646,19320201,   96,    0
175646,19320202,   84,    0
175646,19320203,   90,    0
175646,19320204,   90,    0
175646,19320205,   80,    0
175646,19320206,  100,    0
175646,19320207,  100,    0
175646,19320208,   90,    0
175646,19320209,   92,    0
175646,19320210,   70,    0
175646,19320211,   82,    0
175646,19320212,   60,    0
175646,19320213,   49,    0
175646,19320214,   38,    0
175646,19320215,   55,    0
175646,19320216,   67,    0
175646,19320217,   61,    0
175646,19320218,   70,    0
175646,19320219,   67,    0
175646,19320220,   61,    0
175646,19320221,   36,    0
175646,19320222,   60,    0
175646,19320223,   81,    0
175646,19320224,   82,    0
175646,19320225,   80,    0
175646,19320226,   75,    0
175646,19320227,   69,    0
175646,19320228,   56,    0
175646,19320229,   60,    0
175646,19320301,   68,    0
175646,19320302,   70,    0
175646,19320303,   71,    0
175646,19320304,   71,    0
175646,19320305,   70,    0
175646,19320306,   76,    0
175646,19320307,   84,    0
175646,19320308,   92,    0
175646,19320309,   90,    0
175646,19320310,   80,    0
175646,19320311,   64,    0
175646,19320312,   70,    0
175646,19320313,   62,    0
175646,19320314,   71,    0
175646,19320315,   72,    0
175646,19320316,   80,    0
175646,19320317,   72,    0
175646,19320318,   66,    0
175646,19320319,   60,    0
175646,19320320,   32,    0
175646,19320321,   70,    0
175646,19320322,   93,    0
175646,19320323,   78,    0
175646,19320324,   72,    0
175646,19320325,   60,    0
175646,19320326,   90,    0
175646,19320327,   54,    0
175646,19320328,   97,    0
175646,19320329,   82,    0
175646,19320330,   80,    0
175646,19320331,   70,    0
175646,19320401,   84,    0
175646,19320402,   76,    0
175646,19320403,   91,    0
175646,19320404,   72,    0
175646,19320405,   69,    0
175646,19320406,   76,    0
175646,19320407,   84,    0
175646,19320408,   52,    0
175646,19320409,   57,    0
175646,19320410,   43,    0
175646,19320411,   58,    0
175646,19320412,   56,    0
175646,19320413,   54,    0
175646,19320414,   70,    0
175646,19320415,   62,    0
175646,19320416,   60,    0
175646,19320417,   75,    0
175646,19320418,   70,    0
175646,19320419,   69,    0
175646,19320420,   78,    0
175646,19320421,   47,    0
175646,19320422,   63,    0
175646,19320423,   75,    0
175646,19320424,   60,    0
175646,19320425,   55,    0
175646,19320426,   61,    0
175646,19320427,   48,    0
175646,19320428,   90,    0
175646,19320429,   38,    0
175646,19320430,   55,    0
175646,19320501,   64,    0
175646,19320502,   63,    0
175646,19320503,   98,    0
175646,19320504,   70,    0
175646,19320505,   74,    0
175646,19320506,   78,    0
175646,19320507,   52,    0
175646,19320508,   87,    0
175646,19320509,   74,    0
175646,19320510,   67,    0
175646,19320511,   67,    0
175646,19320512,   57,    0
175646,19320513,   48,    0
175646,19320514,   69,    0
175646,19320515,   91,    0
175646,19320516,   61,    0
175646,19320517,   46,    0
175646,19320518,   39,    0
175646,19320519,   45,    0
175646,19320520,   54,    0
175646,19320521,   74,    0
175646,19320522,   88,    0
175646,19320523,   88,    0
175646,19320524,   75,    0
175646,19320525,   83,    0
175646,19320526,   61,    0
175646,19320527,   72,    0
175646,19320528,   64,    0
175646,19320529,   63,    0
175646,19320530,   54,    0
175646,19320531,   38,    0
175646,19320601,   74,    0
175646,19320602,   72,    0
175646,19320603,   46,    0
175646,19320604,   65,    0
175646,19320605,   82,    0
175646,19320606,   74,    0
175646,19320607,   47,    0
175646,19320608,   43,    0
175646,19320609,   44,    0
175646,19320610,   68,    0
175646,19320611,   90,    0
175646,19320612,   94,    0
175646,19320613,   72,    0
175646,19320614,   75,    0
175646,19320615,   64,    0
175646,19320616,   67,    0
175646,19320617,   45,    0
175646,19320618,   47,    0
175646,19320619,   75,    0
175646,19320620,   69,    0
175646,19320621,   51,    0
175646,19320622,   57,    0
175646,19320623,   41,    0
175646,19320624,   46,    0
175646,19320625,   51,    0
175646,19320626,   43,    0
175646,19320627,   58,    0
175646,19320628,   75,    0
175646,19320629,   66,    0
175646,19320630,   58,    0
175646,19320701,   81,    0
175646,19320702,   57,    0
175646,19320703,   53,    0
175646,19320704,   59,    0
175646,19320705,   96,    0
175646,19320706,   84,    0
175646,19320707,   87,    0
175646,19320708,   58,    0
175646,19320709,   66,    0
175646,19320710,   80,    0
175646,19320711,   65,    0
175646,19320712,   96,    0
175646,19320713,   63,    0
175646,19320714,   72,    0
175646,19320715,   68,    0
175646,19320716,   79,    0
175646,19320717,   81,    0
175646,19320718,   67,    0
175646,19320719,   62,    0
175646,19320720,   63,    0
175646,19320721,   65,    0
175646,19320722,   59,    0
175646,19320723,   55,    0
175646,19320724,   74,    0
175646,19320725,   66,    0
175646,19320726,   86,    0
175646,19320727,   81,    0
175646,19320728,   56,    0
175646,19320729,   49,    0
175646,19320730,   75,    0
175646,19320731,   69,    0
175646,19320801,   55,    0
175646,19320802,   64,    0
175646,19320803,   71,    0
175646,19320804,   56,    0
175646,19320805,   68,    0
175646,19320806,   49,    0
175646,19320807,   68,    0
175646,19320808,   52,    0
175646,19320809,   49,    0
175646,19320810,   49,    0
175646,19320811,   59,    0
175646,19320812,   81,    0
175646,19320813,   72,    0
175646,19320814,   86,    0
175646,19320815,   90,    0
175646,19320816,   69,    0
175646,19320817,   62,    0
175646,19320818,   56,    0
175646,19320819,   34,    0
175646,19320820,   58,    0
175646,19320821,   80,    0
175646,19320822,   64,    0
175646,19320823,   66,    0
175646,19320824,   68,    0
175646,19320825,   69,    0
175646,19320826,   82,    0
175646,19320827,   74,    0
175646,19320828,   84,    0
175646,19320829,   68,    0
175646,19320830,   79,    0
175646,19320831,   66,    0
175646,19320901,   65,    0
175646,19320902,   63,    0
175646,19320903,   68,    0
175646,19320904,   82,    0
175646,19320905,   61,    0
175646,19320906,   64,    0
175646,19320907,   68,    0
175646,19320908,   80,    0
175646,19320909,   88,    0
175646,19320910,   64,    0
175646,19320911,   84,    0
175646,19320912,   62,    0
175646,19320913,   80,    0
175646,19320914,   72,    0
175646,19320915,   70,    0
175646,19320916,   65,    0
175646,19320917,   85,    0
175646,19320918,   87,    0
175646,19320919,   83,    0
175646,19320920,   65,    0
175646,19320921,   67,    0
175646,19320922,   62,    0
175646,19320923,   51,    0
175646,19320924,   74,    0
175646,19320925,   96,    0
175646,19320926,   91,    0
175646,19320927,   89,    0
175646,19320928,   93,    0
175646,19320929,   88,    0
175646,19320930,   66,    0
175646,19321001,   83,    0
175646,19321002,   69,    0
175646,19321003,   87,    0
175646,19321004,   83,    0
175646,19321005,   84,    0
175646,19321006,   82,    0
175646,19321007,   86,    0
175646,19321008,   94,    0
175646,19321009,   91,    0
175646,19321010,   92,    0
175646,19321011,   98,    0
175646,19321012,   86,    0
175646,19321013,   94,    0
175646,19321014,   96,    0
175646,19321015,   90,    0
175646,19321016,   98,    0
175646,19321017,   94,    0
175646,19321018,   96,    0
175646,19321019,   92,    0
175646,19321020,   92,    0
175646,19321021,   88,    0
175646,19321022,   86,    0
175646,19321023,   84,    0
175646,19321024,   96,    0
175646,19321025,   88,    0
175646,19321026,   97,    0
175646,19321027,   92,    0
175646,19321028,   85,    0
175646,19321029,   89,    0
175646,19321030,   76,    0
175646,19321031,   82,    0
175646,19321101,   90,    0
175646,19321102,   87,    0
175646,19321103,   90,    0
175646,19321104,   90,    0
175646,19321105,   92,    0
175646,19321106,   89,    0
175646,19321107,   96,    0
175646,19321108,   96,    0
175646,19321109,   87,    0
175646,19321110,   88,    0
175646,19321111,   93,    0
175646,19321112,   95,    0
175646,19321113,   97,    0
175646,19321114,   98,    0
175646,19321115,   96,    0
175646,19321116,   96,    0
175646,19321117,   94,    0
175646,19321118,   94,    0
175646,19321119,   92,    0
175646,19321120,   95,    0
175646,19321121,   94,    0
175646,19321122,   84,    0
175646,19321123,   96,    0
175646,19321124,   89,    0
175646,19321125,   96,    0
175646,19321126,   95,    0
175646,19321127,   94,    0
175646,19321128,   84,    0
175646,19321129,   92,    0
175646,19321130,   92,    0
175646,19321201,   94,    0
175646,19321202,   88,    0
175646,19321203,   94,    0
175646,19321204,   92,    0
175646,19321205,   90,    0
175646,19321206,   88,    0
175646,19321207,   90,    0
175646,19321208,   76,    0
175646,19321209,   90,    0
175646,19321210,   94,    0
175646,19321211,   91,    0
175646,19321212,   91,    0
175646,19321213,   92,    0
175646,19321214,   97,    0
175646,19321215,   96,    0
175646,19321216,   91,    0
175646,19321217,   84,    0
175646,19321218,   92,    0
175646,19321219,   88,    0
175646,19321220,   96,    0
175646,19321221,   89,    0
175646,19321222,   91,    0
175646,19321223,   90,    0
175646,19321224,   94,    0
175646,19321225,   90,    0
175646,19321226,   92,    0
175646,19321227,   97,    0
175646,19321228,   96,    0
175646,19321229,   96,    0
175646,19321230,   82,    0
175646,19321231,   82,    0
175646,19330101,   90,    0
175646,19330102,   76,    0
175646,19330103,   89,    0
175646,19330104,   95,    0
175646,19330105,   92,    0
175646,19330106,   96,    0
175646,19330107,   97,    0
175646,19330108,   97,    0
175646,19330109,   93,    0
175646,19330110,   86,    0
175646,19330111,   92,    0
175646,19330112,   84,    0
175646,19330113,   71,    0
175646,19330114,   84,    0
175646,19330115,   85,    0
175646,19330116,   94,    0
175646,19330117,   92,    0
175646,19330118,   90,    0
175646,19330119,   88,    0
175646,19330120,   95,    0
175646,19330121,   74,    0
175646,19330122,   59,    0
175646,19330123,   63,    0
175646,19330124,   74,    0
175646,19330125,   81,    0
175646,19330126,   82,    0
175646,19330127,   78,    0
175646,19330128,   78,    0
175646,19330129,   73,    0
175646,19330130,   94,    0
175646,19330131,   86,    0
175646,19330201,   84,    0
175646,19330202,   76,    0
175646,19330203,   96,    0
175646,19330204,   92,    0
175646,19330205,   86,    0
175646,19330206,   92,    0
175646,19330207,   92,    0
175646,19330208,   94,    0
175646,19330209,   96,    0
175646,19330210,   94,    0
175646,19330211,   86,    0
175646,19330212,   41,    0
175646,19330213,   66,    0
175646,19330214,   78,    0
175646,19330215,   72,    0
175646,19330216,   70,    0
175646,19330217,   76,    0
175646,19330218,   96,    0
175646,19330219,   65,    0
175646,19330220,   66,    0
175646,19330221,   90,    0
175646,19330222,   64,    0
175646,19330223,   74,    0
175646,19330224,   74,    0
175646,19330225,   56,    0
175646,19330226,   46,    0
175646,19330227,   91,    0
175646,19330228,   81,    0
175646,19330301,   80,    0
175646,19330302,   88,    0
175646,19330303,   72,    0
175646,19330304,   88,    0
175646,19330305,   75,    0
175646,19330306,   77,    0
175646,19330307,   88,    0
175646,19330308,   82,    0
175646,19330309,   78,    0
175646,19330310,   72,    0
175646,19330311,   88,    0
175646,19330312,   70,    0
175646,19330313,   84,    0
175646,19330314,   91,    0
175646,19330315,   86,    0
175646,19330316,   71,    0
175646,19330317,   73,    0
175646,19330318,   84,    0
175646,19330319,   77,    0
175646,19330320,   67,    0
175646,19330321,   63,    0
175646,19330322,   36,    0
175646,19330323,   53,    0
175646,19330324,   64,    0
175646,19330325,   66,    0
175646,19330326,   45,    0
175646,19330327,   74,    0
175646,19330328,   52,    0
175646,19330329,   45,    0
175646,19330330,   52,    0
175646,19330331,   51,    0
175646,19330401,   52,    0
175646,19330402,   68,    0
175646,19330403,   41,    0
175646,19330404,   37,    0
175646,19330405,   31,    0
175646,19330406,   30,    0
175646,19330407,   34,    0
175646,19330408,   40,    0
175646,19330409,   68,    0
175646,19330410,   37,    0
175646,19330411,   41,    0
175646,19330412,   48,    0
175646,19330413,   64,    0
175646,19330414,   34,    0
175646,19330415,   49,    0
175646,19330416,   69,    0
175646,19330417,   87,    0
175646,19330418,   67,    0
175646,19330419,   43,    0
175646,19330420,   36,    0
175646,19330421,   44,    0
175646,19330422,   44,    0
175646,19330423,   71,    0
175646,19330424,   32,    0
175646,19330425,   69,    0
175646,19330426,   67,    0
175646,19330427,   71,    0
175646,19330428,   67,    0
175646,19330429,   58,    0
175646,19330430,   71,    0
175646,19330501,   59,    0
175646,19330502,   71,    0
175646,19330503,   43,    0
175646,19330504,   33,    0
175646,19330505,   54,    0
175646,19330506,   61,    0
175646,19330507,   80,    0
175646,19330508,   84,    0
175646,19330509,   71,    0
175646,19330510,   60,    0
175646,19330511,   56,    0
175646,19330512,   66,    0
175646,19330513,   80,    0
175646,19330514,   86,    0
175646,19330515,   60,    0
175646,19330516,   34,    0
175646,19330517,   76,    0
175646,19330518,   61,    0
175646,19330519,   35,    0
175646,19330520,   86,    0
175646,19330521,   93,    0
175646,19330522,   69,    0
175646,19330523,   81,    0
175646,19330524,   44,    0
175646,19330525,   60,    0
175646,19330526,   56,    0
175646,19330527,   88,    0
175646,19330528,   89,    0
175646,19330529,   56,    0
175646,19330530,   58,    0
175646,19330531,   75,    0
175646,19330601,   56,    0
175646,19330602,   35,    0
175646,19330603,   59,    0
175646,19330604,   72,    0
175646,19330605,   35,    0
175646,19330606,   42,    0
175646,19330607,   49,    0
175646,19330608,   76,    0
175646,19330609,   42,    0
175646,19330610,   54,    0
175646,19330611,   65,    0
175646,19330612,   68,    0
175646,19330613,   65,    0
175646,19330614,   83,    0
175646,19330615,   94,    0
175646,19330616,   91,    0
175646,19330617,   85,    0
175646,19330618,   66,    0
175646,19330619,   94,    0
175646,19330620,   89,    0
175646,19330621,   75,    0
175646,19330622,   63,    0
175646,19330623,   64,    0
175646,19330624,   88,    0
175646,19330625,   71,    0
175646,19330626,   55,    0
175646,19330627,   75,    0
175646,19330628,   60,    0
175646,19330629,   63,    0
175646,19330630,   61,    0
175646,19330701,   40,    0
175646,19330702,   61,    0
175646,19330703,   55,    0
175646,19330704,   45,    0
175646,19330705,   43,    0
175646,19330706,   71,    0
175646,19330707,   58,    0
175646,19330708,   57,    0
175646,19330709,   74,    0
175646,19330710,   58,    0
175646,19330711,   59,    0
175646,19330712,   77,    0
175646,19330713,   66,    0
175646,19330714,   97,    0
175646,19330715,   79,    0
175646,19330716,   78,    0
