1.946120500000000000e+07,3.900000000000000000e+01
1.946120600000000000e+07,7.200000000000000000e+01
1.946120700000000000e+07,6.900000000000000000e+01
1.946120800000000000e+07,8.800000000000000000e+01
1.946120900000000000e+07,8.200000000000000000e+01
1.946121000000000000e+07,6.800000000000000000e+01
1.946121100000000000e+07,8.500000000000000000e+01
1.946121200000000000e+07,6.800000000000000000e+01
1.946121300000000000e+07,4.700000000000000000e+01
1.946121400000000000e+07,3.200000000000000000e+01
1.946121500000000000e+07,2.000000000000000000e+01
1.946121600000000000e+07,-4.300000000000000000e+01
1.946121700000000000e+07,-4.000000000000000000e+01
1.946121800000000000e+07,-2.700000000000000000e+01
1.946121900000000000e+07,-5.200000000000000000e+01
1.946122000000000000e+07,-5.700000000000000000e+01
1.946122100000000000e+07,-6.600000000000000000e+01
1.946122200000000000e+07,-5.700000000000000000e+01
1.946122300000000000e+07,-1.000000000000000000e+00
1.946122400000000000e+07,4.600000000000000000e+01
1.946122500000000000e+07,3.200000000000000000e+01
1.946122600000000000e+07,7.600000000000000000e+01
1.946122700000000000e+07,6.600000000000000000e+01
1.946122800000000000e+07,4.600000000000000000e+01
1.946122900000000000e+07,3.400000000000000000e+01
1.946123000000000000e+07,7.200000000000000000e+01
1.946123100000000000e+07,9.200000000000000000e+01
1.947010100000000000e+07,4.600000000000000000e+01
1.947010200000000000e+07,6.500000000000000000e+01
1.947010300000000000e+07,1.100000000000000000e+01
1.947010400000000000e+07,3.600000000000000000e+01
1.947010500000000000e+07,6.500000000000000000e+01
1.947010600000000000e+07,8.600000000000000000e+01
1.947010700000000000e+07,2.900000000000000000e+01
1.947010800000000000e+07,6.600000000000000000e+01
1.947010900000000000e+07,8.800000000000000000e+01
1.947011000000000000e+07,7.700000000000000000e+01
1.947011100000000000e+07,9.700000000000000000e+01
1.947011200000000000e+07,1.140000000000000000e+02
1.947011300000000000e+07,1.020000000000000000e+02
1.947011400000000000e+07,9.900000000000000000e+01
1.947011500000000000e+07,9.200000000000000000e+01
1.947011600000000000e+07,9.900000000000000000e+01
1.947011700000000000e+07,9.200000000000000000e+01
1.947011800000000000e+07,7.700000000000000000e+01
1.947011900000000000e+07,3.200000000000000000e+01
1.947012000000000000e+07,5.500000000000000000e+01
1.947012100000000000e+07,1.700000000000000000e+01
1.947012200000000000e+07,-8.000000000000000000e+00
1.947012300000000000e+07,1.000000000000000000e+00
1.947012400000000000e+07,-3.300000000000000000e+01
1.947012500000000000e+07,-4.500000000000000000e+01
1.947012600000000000e+07,-5.200000000000000000e+01
1.947012700000000000e+07,-6.400000000000000000e+01
1.947012800000000000e+07,-4.500000000000000000e+01
1.947012900000000000e+07,-4.400000000000000000e+01
1.947013000000000000e+07,6.000000000000000000e+00
1.947013100000000000e+07,3.200000000000000000e+01
1.947020100000000000e+07,4.400000000000000000e+01
1.947020200000000000e+07,6.400000000000000000e+01
1.947020300000000000e+07,9.600000000000000000e+01
1.947020400000000000e+07,7.200000000000000000e+01
1.947020500000000000e+07,8.000000000000000000e+01
1.947020600000000000e+07,5.900000000000000000e+01
1.947020700000000000e+07,8.800000000000000000e+01
1.947020800000000000e+07,9.600000000000000000e+01
1.947020900000000000e+07,8.500000000000000000e+01
1.947021000000000000e+07,1.000000000000000000e+02
1.947021100000000000e+07,8.600000000000000000e+01
1.947021200000000000e+07,8.300000000000000000e+01
1.947021300000000000e+07,4.800000000000000000e+01
1.947021400000000000e+07,6.600000000000000000e+01
1.947021500000000000e+07,7.200000000000000000e+01
1.947021600000000000e+07,4.200000000000000000e+01
1.947021700000000000e+07,9.000000000000000000e+00
1.947021800000000000e+07,2.300000000000000000e+01
1.947021900000000000e+07,8.000000000000000000e+00
1.947022000000000000e+07,6.000000000000000000e+01
1.947022100000000000e+07,1.200000000000000000e+02
1.947022200000000000e+07,1.020000000000000000e+02
1.947022300000000000e+07,3.600000000000000000e+01
1.947022400000000000e+07,7.000000000000000000e+00
1.947022500000000000e+07,2.000000000000000000e+00
1.947022600000000000e+07,1.500000000000000000e+01
1.947022700000000000e+07,5.600000000000000000e+01
1.947022800000000000e+07,5.600000000000000000e+01
1.947030100000000000e+07,3.800000000000000000e+01
1.947030200000000000e+07,5.400000000000000000e+01
1.947030300000000000e+07,1.010000000000000000e+02
1.947030400000000000e+07,1.220000000000000000e+02
1.947030500000000000e+07,1.260000000000000000e+02
1.947030600000000000e+07,1.110000000000000000e+02
1.947030700000000000e+07,7.400000000000000000e+01
1.947030800000000000e+07,4.300000000000000000e+01
1.947030900000000000e+07,8.800000000000000000e+01
1.947031000000000000e+07,1.520000000000000000e+02
1.947031100000000000e+07,1.240000000000000000e+02
1.947031200000000000e+07,1.350000000000000000e+02
1.947031300000000000e+07,1.700000000000000000e+02
1.947031400000000000e+07,1.150000000000000000e+02
1.947031500000000000e+07,9.000000000000000000e+01
1.947031600000000000e+07,1.280000000000000000e+02
1.947031700000000000e+07,1.520000000000000000e+02
1.947031800000000000e+07,1.320000000000000000e+02
1.947031900000000000e+07,1.020000000000000000e+02
1.947032000000000000e+07,1.220000000000000000e+02
1.947032100000000000e+07,1.480000000000000000e+02
1.947032200000000000e+07,1.420000000000000000e+02
1.947032300000000000e+07,1.320000000000000000e+02
1.947032400000000000e+07,8.800000000000000000e+01
1.947032500000000000e+07,7.000000000000000000e+01
1.947032600000000000e+07,9.200000000000000000e+01
1.947032700000000000e+07,1.370000000000000000e+02
1.947032800000000000e+07,1.360000000000000000e+02
1.947032900000000000e+07,1.010000000000000000e+02
1.947033000000000000e+07,1.010000000000000000e+02
1.947033100000000000e+07,1.010000000000000000e+02
1.947040100000000000e+07,8.500000000000000000e+01
1.947040200000000000e+07,9.200000000000000000e+01
1.947040300000000000e+07,1.110000000000000000e+02
1.947040400000000000e+07,1.000000000000000000e+02
1.947040500000000000e+07,9.800000000000000000e+01
1.947040600000000000e+07,1.250000000000000000e+02
1.947040700000000000e+07,1.520000000000000000e+02
1.947040800000000000e+07,1.220000000000000000e+02
1.947040900000000000e+07,9.300000000000000000e+01
1.947041000000000000e+07,9.000000000000000000e+01
1.947041100000000000e+07,9.300000000000000000e+01
1.947041200000000000e+07,9.600000000000000000e+01
1.947041300000000000e+07,1.160000000000000000e+02
1.947041400000000000e+07,1.360000000000000000e+02
1.947041500000000000e+07,1.490000000000000000e+02
1.947041600000000000e+07,1.650000000000000000e+02
1.947041700000000000e+07,1.560000000000000000e+02
1.947041800000000000e+07,1.440000000000000000e+02
1.947041900000000000e+07,1.450000000000000000e+02
1.947042000000000000e+07,1.410000000000000000e+02
1.947042100000000000e+07,1.450000000000000000e+02
1.947042200000000000e+07,1.540000000000000000e+02
1.947042300000000000e+07,1.320000000000000000e+02
1.947042400000000000e+07,1.420000000000000000e+02
1.947042500000000000e+07,1.980000000000000000e+02
1.947042600000000000e+07,2.060000000000000000e+02
1.947042700000000000e+07,2.260000000000000000e+02
1.947042800000000000e+07,1.760000000000000000e+02
1.947042900000000000e+07,1.540000000000000000e+02
1.947043000000000000e+07,1.280000000000000000e+02
1.947050100000000000e+07,7.600000000000000000e+01
1.947050200000000000e+07,1.050000000000000000e+02
1.947050300000000000e+07,1.010000000000000000e+02
1.947050400000000000e+07,1.100000000000000000e+02
1.947050500000000000e+07,1.470000000000000000e+02
1.947050600000000000e+07,1.710000000000000000e+02
1.947050700000000000e+07,1.840000000000000000e+02
1.947050800000000000e+07,1.880000000000000000e+02
1.947050900000000000e+07,1.630000000000000000e+02
1.947051000000000000e+07,1.440000000000000000e+02
1.947051100000000000e+07,1.540000000000000000e+02
1.947051200000000000e+07,1.790000000000000000e+02
1.947051300000000000e+07,1.900000000000000000e+02
1.947051400000000000e+07,1.370000000000000000e+02
1.947051500000000000e+07,1.220000000000000000e+02
1.947051600000000000e+07,1.130000000000000000e+02
1.947051700000000000e+07,1.380000000000000000e+02
1.947051800000000000e+07,1.300000000000000000e+02
1.947051900000000000e+07,1.260000000000000000e+02
1.947052000000000000e+07,1.080000000000000000e+02
1.947052100000000000e+07,1.430000000000000000e+02
1.947052200000000000e+07,1.450000000000000000e+02
1.947052300000000000e+07,1.540000000000000000e+02
1.947052400000000000e+07,1.960000000000000000e+02
1.947052500000000000e+07,1.920000000000000000e+02
1.947052600000000000e+07,2.220000000000000000e+02
1.947052700000000000e+07,2.130000000000000000e+02
1.947052800000000000e+07,2.490000000000000000e+02
1.947052900000000000e+07,2.540000000000000000e+02
1.947053000000000000e+07,2.480000000000000000e+02
1.947053100000000000e+07,2.160000000000000000e+02
1.947060100000000000e+07,2.180000000000000000e+02
1.947060200000000000e+07,2.500000000000000000e+02
1.947060300000000000e+07,2.190000000000000000e+02
1.947060400000000000e+07,1.660000000000000000e+02
1.947060500000000000e+07,1.660000000000000000e+02
1.947060600000000000e+07,1.410000000000000000e+02
1.947060700000000000e+07,1.360000000000000000e+02
1.947060800000000000e+07,1.790000000000000000e+02
1.947060900000000000e+07,1.550000000000000000e+02
1.947061000000000000e+07,1.690000000000000000e+02
1.947061100000000000e+07,2.100000000000000000e+02
1.947061200000000000e+07,1.800000000000000000e+02
1.947061300000000000e+07,1.520000000000000000e+02
1.947061400000000000e+07,1.880000000000000000e+02
1.947061500000000000e+07,1.570000000000000000e+02
1.947061600000000000e+07,1.540000000000000000e+02
1.947061700000000000e+07,2.180000000000000000e+02
1.947061800000000000e+07,1.900000000000000000e+02
1.947061900000000000e+07,1.780000000000000000e+02
1.947062000000000000e+07,1.850000000000000000e+02
1.947062100000000000e+07,1.860000000000000000e+02
1.947062200000000000e+07,1.750000000000000000e+02
1.947062300000000000e+07,1.760000000000000000e+02
1.947062400000000000e+07,2.350000000000000000e+02
1.947062500000000000e+07,2.260000000000000000e+02
1.947062600000000000e+07,2.920000000000000000e+02
1.947062700000000000e+07,2.660000000000000000e+02
1.947062800000000000e+07,2.450000000000000000e+02
1.947062900000000000e+07,2.000000000000000000e+02
1.947063000000000000e+07,1.860000000000000000e+02
1.947070100000000000e+07,2.000000000000000000e+02
1.947070200000000000e+07,1.840000000000000000e+02
1.947070300000000000e+07,2.200000000000000000e+02
1.947070400000000000e+07,2.150000000000000000e+02
1.947070500000000000e+07,1.800000000000000000e+02
1.947070600000000000e+07,2.040000000000000000e+02
1.947070700000000000e+07,1.720000000000000000e+02
1.947070800000000000e+07,1.700000000000000000e+02
1.947070900000000000e+07,1.610000000000000000e+02
1.947071000000000000e+07,1.540000000000000000e+02
1.947071100000000000e+07,1.870000000000000000e+02
1.947071200000000000e+07,2.000000000000000000e+02
1.947071300000000000e+07,1.940000000000000000e+02
1.947071400000000000e+07,2.390000000000000000e+02
1.947071500000000000e+07,1.850000000000000000e+02
1.947071600000000000e+07,2.000000000000000000e+02
1.947071700000000000e+07,1.800000000000000000e+02
1.947071800000000000e+07,1.750000000000000000e+02
1.947071900000000000e+07,1.620000000000000000e+02
1.947072000000000000e+07,1.770000000000000000e+02
1.947072100000000000e+07,2.350000000000000000e+02
1.947072200000000000e+07,2.360000000000000000e+02
1.947072300000000000e+07,2.450000000000000000e+02
1.947072400000000000e+07,2.440000000000000000e+02
1.947072500000000000e+07,2.460000000000000000e+02
1.947072600000000000e+07,2.920000000000000000e+02
1.947072700000000000e+07,3.000000000000000000e+02
1.947072800000000000e+07,2.620000000000000000e+02
1.947072900000000000e+07,2.380000000000000000e+02
1.947073000000000000e+07,2.180000000000000000e+02
1.947073100000000000e+07,2.460000000000000000e+02
1.947080100000000000e+07,2.760000000000000000e+02
1.947080200000000000e+07,2.400000000000000000e+02
1.947080300000000000e+07,2.300000000000000000e+02
1.947080400000000000e+07,2.300000000000000000e+02
1.947080500000000000e+07,1.950000000000000000e+02
1.947080600000000000e+07,1.840000000000000000e+02
1.947080700000000000e+07,1.850000000000000000e+02
1.947080800000000000e+07,2.010000000000000000e+02
1.947080900000000000e+07,1.650000000000000000e+02
1.947081000000000000e+07,2.020000000000000000e+02
1.947081100000000000e+07,1.820000000000000000e+02
1.947081200000000000e+07,2.040000000000000000e+02
1.947081300000000000e+07,2.220000000000000000e+02
1.947081400000000000e+07,2.330000000000000000e+02
1.947081500000000000e+07,2.370000000000000000e+02
1.947081600000000000e+07,2.450000000000000000e+02
1.947081700000000000e+07,2.460000000000000000e+02
1.947081800000000000e+07,2.570000000000000000e+02
1.947081900000000000e+07,2.780000000000000000e+02
1.947082000000000000e+07,2.710000000000000000e+02
1.947082100000000000e+07,2.170000000000000000e+02
1.947082200000000000e+07,2.160000000000000000e+02
1.947082300000000000e+07,2.100000000000000000e+02
1.947082400000000000e+07,2.030000000000000000e+02
1.947082500000000000e+07,2.080000000000000000e+02
1.947082600000000000e+07,2.080000000000000000e+02
1.947082700000000000e+07,2.120000000000000000e+02
1.947082800000000000e+07,2.060000000000000000e+02
1.947082900000000000e+07,2.150000000000000000e+02
1.947083000000000000e+07,2.140000000000000000e+02
1.947083100000000000e+07,2.080000000000000000e+02
1.947090100000000000e+07,2.160000000000000000e+02
1.947090200000000000e+07,2.080000000000000000e+02
1.947090300000000000e+07,1.860000000000000000e+02
1.947090400000000000e+07,2.130000000000000000e+02
1.947090500000000000e+07,1.950000000000000000e+02
1.947090600000000000e+07,1.930000000000000000e+02
1.947090700000000000e+07,1.900000000000000000e+02
1.947090800000000000e+07,1.850000000000000000e+02
1.947090900000000000e+07,2.130000000000000000e+02
1.947091000000000000e+07,2.350000000000000000e+02
1.947091100000000000e+07,2.460000000000000000e+02
1.947091200000000000e+07,2.280000000000000000e+02
1.947091300000000000e+07,2.470000000000000000e+02
1.947091400000000000e+07,2.420000000000000000e+02
